CMDID,PARENTID,CMDTYPE,CAPTION,CMDNAME,CMDVALUE,ICON,CMDLVL,ISVISIBLE,ISENABLE,ACTION,CMDIDX,STATUS,HKCMD,URI,UCTID
016000000006,016,C,Save,,,,2,0,0,,6,N,,,
016000000007,016,C,Clear,,,,2,0,0,,7,N,,,
016000000008,016,C,Print,,,,2,0,0,,8,N,,,
016001,016,M,Job step definition,,"{""en"":""Job step definition"",""vi"":""C?c bu?c x? l? t? d?ng"",""lo"":""????????????????????????????????""}",Child.png,2,1,1,,1,N,,,
DPT_CCR,DPT,T,11834: Stock confirm received,,"{""en"" : ""11834: Stock confirm received"",""vi"" : """",""lo"" : ""11834: ???????????? Stock""}",,2,1,1,,0,N,,,
DPT_CDP,DPT,T,1110: Cash deposit,,"{""en"" : ""1110: Cash deposit"",""vi"" : """",""lo"" : ""1110: ??????????""}",,2,1,1,,0,N,,,
DPT_CDT,DPT,T,1111: Deposit by cheque,,"{ ""en"" : """"1111: Deposit by cheque"""",""vi"" : """",""lo"" : ""1111: ??????? ???? ????????""}",,2,1,1,,0,N,,,
010003,010,M,Mortgage transaction,,"{""en"":""Mortgage transaction"",""vi"":""Giao d?ch th? ch?p t?i s?n""}",Child.png,2,0,1,,3,N,,,
010003000001,010003,C,Search,,,,3,0,1,,1,N,,,
011,0,M,Cash,csh,"{""en"":""Cash"",""vi"":""Ti?n m?t"",""lo"":""???????""}",Cash.png,1,1,1,,11,N,,,
011000000001,011,C,Search,,,,2,0,0,,1,N,,,
011000000002,011,C,Add,,,,2,0,0,,2,N,,,
011000000003,011,C,View,,,,2,0,0,,3,N,,,
001,0,M,Home,hom,"{""en"":""Home"",""vi"":""Trang ch?"",""lo"":""???????""}",Home.png,1,1,1,,1,N,,,HOME
003,0,M,Customer,ctm,"{""en"":""Customer"",""vi"":""Kh?ch h?ng"",""lo"":""??????""}",Customer.png,1,1,1,,3,N,,,
003000000001,003,C,Search,,,,2,0,0,,1,N,,,
003000000002,003,C,Add,,,,2,0,0,,2,N,,,
003000000003,003,C,View,,,,2,0,0,,3,N,,,
003000000004,003,C,Modify,,,,2,0,0,,4,N,,,
003000000005,003,C,Delete,,,,2,0,0,,5,N,,,
015004001,015004,M,Calendar,,"{""en"":""Calendar"",""vi"":""L?ch "",""lo"":""???????""}",Child.png,3,1,1,,1,N,,,ADM_CALENDAR
0150040010003,015004001,C,Modify,,,,4,1,1,,2,N,,,
0150040010005,015004001,C,Save,,,,4,1,1,,1,N,,,
015004001003,015004001,C,Add,,,,4,1,1,,3,N,,,
DPT_MWR,DPT,T,1122: Miscellaneous withdrawal,,"{
  ""en"" : ""1122: Miscellaneous withdrawal"",
  ""vi"" : """",
  ""lo"" : ""1122: ????????????????""
}",,2,1,1,,0,N,,,
DPT_OPNF,DPT,T,Open deposit account and collect fee,,"{""en"":""Open deposit account and collect fee"",""vi"":""M? t?i kho?n ti?n g?i c? thu ph?""}",,2,0,1,,0,N,,,
DPT_REC,DPT,T,11852:Release hold balance for cheque,,"{
  ""en"" : ""11852:Release hold balance for cheque"",
  ""vi"" : ""Release an earmarked cheque"",
  ""lo"" : ""11852:R???????????????????? ??????????""
}",,2,1,1,,0,N,,,
DPT_RLS,DPT,T,11843: Release block account,,"{
  ""en"" : ""11843: Release block account"",
  ""vi"" : """",
  ""lo"" : ""11843: ????????? ?????""
}",,2,1,1,,0,N,,,
DPT_SAB,DPT,T,11831: Stock assigned to branch,,"{
  ""en"" : ""11831: Stock assigned to branch"",
  ""vi"" : """",
  ""lo"" : ""11831: Stock ?????????????""
}",,2,1,1,,0,N,,,
DPT_SAT,DPT,T,11832: Stock assigned to teller,,"{
  ""en"" : ""11832: Stock assigned to teller"",
  ""vi"" : """",
  ""lo"" : ""11832: Stock ????????? Teller""
}",,2,1,1,,0,N,,,
DPT_SBI,DPT,T,11802: Deposit saving book issue,,"{
  ""en"" : ""11802: Deposit saving book issue"",
  ""vi"" : """",
  ""lo"" : ""11802: ????????????????????????""
}",,2,1,1,,0,N,,,
DPT_SLS,DPT,T,1162: Cheque leaves status inquiry,,"{""en"":""1162: Cheque leaves status inquiry"",""vi"":""""}",,2,1,1,,0,N,,,
DPT_SRA,DPT,T,11835: Reject assigned stock,,"{
  ""en"" : ""11835: Reject assigned stock"",
  ""vi"" : """",
  ""lo"" : ""11835: ??????? Stock ????????????""
}",,2,1,1,,0,N,,,
DPT_SRG,DPT,T,11830: Stock registration,,"{
  ""en"" : ""11830: Stock registration"",
  ""vi"" : """",
  ""lo"" : ""11830: ???????? Stock""
}",,2,1,1,,0,N,,,
DPT_TRF,DPT,T,1130: Transfer from deposit account to deposit account,,"{
  ""en"" : ""1130: Transfer from deposit account to deposit account"",
  ""vi"" : """",
  ""lo"" : ""1130: ?????????????????? ?? ????????????""
}",,2,1,1,,0,N,,,
DPT_WDR,DPT,T,Withdrawal(Single currency),,"{""en"":""Withdrawal(Single currency)"",""vi"":""R?t ti?n(C?ng lo?i ti?n)""}",,2,0,1,,0,N,,,
015003013,015003,M,User Email,,"{""en"":""User Email"",""vi"":""Email"",""lo"":""???????????""}",Child.png,3,1,1,,13,N,,,ADM_USER_EMAIL
0150030130000,015003013,C,Search,,,,4,1,1,,0,N,,,
0150030130002,015003013,C,View,,,,4,1,1,,2,N,,,
0150030130003,015003013,C,Modify,,,,4,1,1,,3,N,,,
0150030130005,015003013,C,Save,,,,4,1,1,,5,N,,,
017003042001,017003042,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003044001,017003044,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003045001,017003045,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003046001,017003046,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003048001,017003048,C,View,,,,4,0,1,,2,N,"{""en"":"""",""vi"":""""}",,
017003050,017003,R,CRP0050,,"{""en"":""CRP0050"",""vi"":""CRP0050""}",Child.png,3,0,1,,2,N,,,
017003051,017003,R,CRP0051,,"{""en"":""CRP0051"",""vi"":""CRP0051""}",Child.png,3,0,1,,2,N,,,
009003000002,009003,C,Add,,,,3,0,1,,2,N,,,
009003000003,009003,C,View,,,,3,0,1,,3,N,,,
009003000004,009003,C,Modify,,,,3,0,1,,4,N,,,
009003000005,009003,C,Delete,,,,3,0,1,,5,N,,,
009003000006,009003,C,Save,,,,3,0,1,,6,N,,,
009003000007,009003,C,Clear,,,,3,0,1,,7,N,,,
009003000008,009003,C,Print,,,,3,0,1,,8,N,,,
010,0,M,Mortgage,mtg,"{""en"":""Mortgage"",""vi"":""T?i s?n th? ch?p"",""lo"":""????????????????""}",Mortgage.png,1,1,1,,10,N,,,
010000000001,010,C,Search,,,,2,0,0,,1,N,,,
010000000003,010,C,View,,,,2,0,0,,3,N,,,
010000000004,010,C,Modify,,,,2,0,0,,4,N,,,
010000000005,010,C,Delete,,,,2,0,0,,5,N,,,
010000000006,010,C,Save,,,,2,0,0,,6,N,,,
010000000007,010,C,Clear,,,,2,0,0,,7,N,,,
010000000008,010,C,Print,,,,2,0,0,,8,N,,,
010002,010,M,Account information,,"{""en"":""Mortgage account information"",""vi"":""Th?ng tin t?i kho?n"",""lo"":""??????????????????????????????""}",Child.png,2,1,1,,2,N,,,MTG_ACCOUNT_INFORMATION
015002005,015002,M,Denomination,,"{""en"":""Denomination"",""vi"":""Khai b?o m?nh gi?""}",Child.png,3,0,1,,5,N,,,CSH_DENOMINATION
015003,015,M,Bank administration,,"{""en"":""Bank administration"",""vi"":""Qu?n tr? ng?n h?ng"",""lo"":""???????????????????????""}",Child.png,2,1,1,,3,N,,,ADM_BANK_ADMINISTRATION
015003001,015003,M,Branch profile,,"{""en"":""Branch profile"",""vi"":""H? so chi nh?nh"",""lo"":""????????????????????""}",Child.png,3,1,1,,1,N,,,ADM_BRANCH_PROFILE
017003052,017003,R,CRP0052,,"{""en"":""CRP0052"",""vi"":""CRP0052""}",Child.png,3,0,1,,2,N,,,
017003053,017003,R,CRP0053,,"{""en"":""CRP0053"",""vi"":""CRP0053""}",Child.png,3,0,1,,2,N,,,
017003054,017003,R,CRP0054,,"{""en"":""CRP0054"",""vi"":""CRP0054""}",Child.png,3,0,1,,2,N,,,
017003055,017003,R,CRP0055,,"{""en"":""CRP0055"",""vi"":""CRP0055""}",Child.png,3,0,1,,2,N,,,
017003056,017003,R,CRP0056,,"{""en"":""CRP0056"",""vi"":""CRP0056""}",Child.png,3,0,1,,2,N,,,
017003057,017003,R,CRP0057,,"{""en"":""CRP0057"",""vi"":""CRP0057""}",Child.png,3,0,1,,2,N,,,
017003058,017003,R,CRP0058,,"{""en"":""CRP0058"",""vi"":""CRP0058""}",Child.png,3,0,1,,2,N,,,
017003059,017003,R,CRP0059,,"{""en"":""CRP0059"",""vi"":""CRP0059""}",Child.png,3,0,1,,2,N,,,
017003060,017003,R,CRP0060,,"{""en"":""CRP0060"",""vi"":""CRP0060""}",Child.png,3,0,1,,2,N,,,
017003061,017003,R,CRP0061,,"{""en"":""CRP0061"",""vi"":""CRP0061""}",Child.png,3,0,1,,2,N,,,
017003062,017003,R,CRP0062,,"{""en"":""CRP0062"",""vi"":""CRP0062""}",Child.png,3,0,1,,2,N,,,
017003063,017003,R,CRP0063,,"{""en"":""CRP0063"",""vi"":""CRP0063""}",Child.png,3,0,1,,2,N,,,
017003064,017003,R,CRP0064,,"{""en"":""CRP0064"",""vi"":""CRP0064""}",Child.png,3,0,1,,2,N,,,
017003065,017003,R,CRP0065,,"{""en"":""CRP0065"",""vi"":""CRP0065""}",Child.png,3,0,1,,2,N,,,
TRD_CCL,TRD,T,OBC -Close,,"{""en"":""OBC -Close"",""vi"":""OBC -Close""}",,2,0,1,,0,N,,,
TRD_CCN,TRD,T,OBC ? Cancel,,"{""en"":""OBC ? Cancel"",""vi"":""OBC ? Cancel""}",,2,0,1,,0,N,,,
TRD_CMR,TRD,T,Change margin rate,,"{""en"":""Change margin rate"",""vi"":""Change margin rate""}",,2,0,1,,0,N,,,
TRD_CMT,TRD,T,OBC - Money arrived,,"{""en"":""OBC - Money arrived"",""vi"":""OBC - Money arrived""}",,2,0,1,,0,N,,,
TRD_OBV,TRD,T,OBC - Verify,,"{""en"":""OBC - Verify"",""vi"":""OBC -Verify""}",,2,0,1,,0,N,,,
TRD_GIR,TRD,T,OBG ? Issuance information registration,,"{""en"":""OBG ? Issuance information registration"",""vi"":""OBG ? Issuance information registration""}",,2,0,0,,0,N,,,
TSR,0,T,Tresury,,"{""en"":""Tresury"",""vi"":""""}",,1,0,1,,0,N,,,
FAC,0,T,Fixed asset,,"{
  ""en"" : ""Fixed asset"",
  ""vi"" : """",
  ""lo"" : ""????????????""
}",,1,1,1,,0,N,,,
FAC_TFB,FAC,T,Transfer fixed asset to another branch,,"{
  ""en"" : ""Transfer fixed asset to another branch"",
  ""vi"" : ""Chuy¿n tài s¿n c¿ d¿nh sang chi nhánh khác"",
  ""lo"" : """"???????????????????????????????""""
}",,2,1,1,,0,N,,,
FAC_OPN,FAC,T,Open new fixed asset,,"{
  ""en"" : ""Open new fixed asset"",
  ""vi"" : ""FAC_OPN"",
  ""lo"" : ""????????????????????""
}",,2,1,1,,0,N,,,
FAC_PBC,FAC,T,Purchase fixed asset by cash,,"{
  ""en"" : ""Purchase fixed asset by cash"",
  ""vi"" : ""FAC_PBC"""",
  ""lo"" : ""????????????????????????????""
}",,2,1,1,,0,N,,,
FAC_PBD,FAC,T,Purchase fixed asset by deposit,,"{
  ""en"" : ""Purchase fixed asset by deposit"",
  ""vi"" : ""FAC_PBD"",
  ""lo"" : """"????????????????????????????""
}",,2,1,1,,0,N,,,
FAC_PBG,FAC,T,Purchase fixed asset by accounting,,"{
  ""en"" : ""Purchase fixed asset by accounting"",
  ""vi"" : ""FAC_PBD"",
  ""lo"" : ""??????????????????????????""
}",,2,1,1,,0,N,,,
FAC_SBG,FAC,T,Selling fixed asset by accounting,,"{
  ""en"" : ""Selling fixed asset by accounting"",
  ""vi"" : ""FAC_PBG"",
  ""lo"" : ""??????????????????????????""
}",,2,1,1,,0,N,,,
FAC_SBC,FAC,T,Selling fixed asset by cash,,"{
  ""en"" : ""Selling fixed asset by cash"",
  ""vi"" : ""FAC_SBG"",
  ""lo"" : ""????????????????????????????""
}",,2,1,1,,0,N,,,
FAC_SBD,FAC,T,Selling fixed asset by deposit,,"{""en"":""Selling fixed asset by deposit"",""vi"":""FAC_SBC"",""lo"":""FAC_SBC""}",,2,1,1,,0,N,,,
DPT_CSC,DPT,T,11820: Change status of passbook or receipt to closed,,"{
  ""en"" : ""11820: Change status of passbook or receipt to closed"",
  ""vi"" : """",
  ""lo"" : ""11820: ????????????????????????????? ??? ????????? ????????????? ""
}",,2,1,1,,0,N,,,
DPT_CSP,DPT,T,Change status of stock to paid,,"{""en"":""Change status of stock to paid"",""vi"":""Change status of stock to paid""}",,2,0,1,,0,N,,,
DPT_CSU,DPT,T,11815: Change status of cheque to unpaid,,"{
  ""en"" : ""11815: Change status of cheque to unpaid"",
  ""vi"" : """",
  ""lo"" : ""11815: ????????????????? ????????????????????""
}",,2,1,1,,0,N,,,
DPT_CSN,DPT,T,11823: Change status of passbook or receipt to normal,,"{
  ""en"" : ""11823: Change status of passbook or receipt to normal"",
  ""vi"" : """",
  ""lo"" : ""11823: ????????????????????????????? ??? ????????? ???????????""
}",,2,1,1,,0,N,,,
DPT_CSL,DPT,T,11822: Change status of passbook or receipt to lost,,"{
  ""en"" : ""11822: Change status of passbook or receipt to los"""",
  ""vi"" : """",
  ""lo"" : ""11822: ????????????????????????????? ??? ????????? ??????????""
}",,2,1,1,,0,N,,,
DPT_CSD,DPT,T,11821: Change status of passbook or receipt to damage,,"{
  ""en"" : ""11821: Change status of passbook or receipt to damage"",
  ""vi"" : """",
  ""lo"" : ""11821: ????????????????????????????? ??? ????????? ??????????""
}",,2,1,1,,0,N,,,
DPT_CSO,DPT,T,11824: Change status of passbook or receipt to stop payment,,"{
  ""en"" : ""11824: Change status of passbook or receipt to stop payment"",
  ""vi"" : """",
  ""lo"" : ""11824: ????????????????????????????? ??? ????????? ???????????""
}",,2,1,1,,0,N,,,
DPT_CSS,DPT,T,11814: Change status of cheque to stop,,"{
  ""en"" : ""11814: Change status of cheque to stop"",
  ""vi"" : """",
  ""lo"" : ""11814: ????????????????? ?????????????""
}",,2,1,1,,0,N,,,
DPT_CSE,DPT,T,Change status of stock to earnmark,,"{""en"":""Change status of stock to earnmark"",""vi"":""Change status of stock to earnmark""}",,2,0,1,,0,N,,,
007009,007,M,Account linkage,,"{""en"":""Account linkage"",""vi"":""Li?n k?t t?i kho?n"",""lo"":""?????????????????""}",Child.png,2,1,1,,9,N,,,PMT_ACCOUNT_LINKAGE
015001004,015001,M,Memcached setup,,"{""en"":""Memcached setup"",""vi"":""C?i d?t b? nh? d?ng"",""lo"":""??????? Memcached""}",Child.png,3,1,1,,4,P,"{""en"":""Ctrl+Shift+M"",""vi"":""""}",,ADM_MEMCACHED_SETUP
013003,013,M,FX transaction,,"{""en"":""FX transaction"",""vi"":""Giao d?ch thu d?i ti?n t?"",""lo"":""?????????? FX""}",Child.png,2,1,1,,3,N,"{""en"":""Ctrl+F2"",""vi"":""""}",,FOF_FX_TRANSACTION
PMT_IPO,PMT,T,Issues payment order,,"{""en"":""Issues payment order"",""vi"":""?y nhi?m chi""}",,2,0,0,,0,N,,,
007008,007,M,PO management,,"{""en"":""PO management"",""vi"":""Qu?n l? PO""}",Child.png,2,0,1,,8,N,,,PMT_PO_MANAGEMENT
007007,007,M,Payment order,,"{""en"":""Payment order"",""vi"":""?y nhi?m chi""}",Child.png,2,0,1,,7,N,"{""en"":""Ctrl+F11"",""vi"":""""}",,PMT_PAYMENT_ORDER
007006,007,M,Payment queue,,"{""en"":""Payment queue"",""vi"":""X? l? di?n"",""lo"":""?????????????????""}",Child.png,2,1,1,,6,N,,,PMT_MESSAGE_QUEUE
PMT_CPO,PMT,T,Cancel payment order,,"{""en"":""Cancel payment order"",""vi"":""H?y ?y nhi?m chi""}",,2,0,0,,0,N,,,
PMT_SPO,PMT,T,Settle payment order,,"{""en"":""Settle payment order"",""vi"":""Thanh to?n ?y nhi?m chi""}",,2,0,0,,0,N,,,
015005002,015005,M,Branch parameters,,"{""en"":""Branch parameters"",""vi"":""Th?ng s? chi nh?nh"",""lo"":""????????????????? ??????????????""}",Child.png,3,1,1,,2,N,,,ADM_BRANCH_PARAMETERS
012006,012,M,Account map table,,"{""en"":""Account map table"",""vi"":""Qu?n l? b?ng li?n k?t t?i kho?n"",""lo"":""???????????????""}",Child.png,2,1,1,,6,N,,,ACT_MAP_TABLE_DEFINITION
012007,012,M,Account linkage,,"{""en"":""Account linkage"",""vi"":""Li?n k?t t?i kho?n"",""lo"":""?????????????????""}",Child.png,2,1,1,,7,N,,,ACT_MAP_DETAIL
013,0,M,Front office,fof,"{""en"":""Front office"",""vi"":""Giao d?ch"",""lo"":""????????????""}",Front_office.png,1,1,1,,13,N,,,
013001,013,M,Transaction journal,,"{""en"":""Transaction journal"",""vi"":""Nh?t k? giao d?ch"",""lo"":""????????????????????????""}",Child.png,2,1,1,,1,N,"{""en"":""F8"",""vi"":""""}",,FOF_TRANSACTION_JOURNAL
013002,013,M,Latest transaction,,"{""en"":""Latest transaction"",""vi"":""Giao d?ch g?n nh?t"",""lo"":""?????????????????????""}",Child.png,2,1,1,,2,N,"{""en"":""F6"",""vi"":""""}",,FOF_LATEST_TRANSACTION
015003002,015003,M,Department profile,,"{""en"":""Department profile"",""vi"":""H? so ph?ng giao d?ch"",""lo"":""???????????""}",Child.png,3,1,1,,2,N,,,ADM_DEPARTMENT_PROFILE
015003003,015003,M,Roles profile,,"{""en"":""Roles profile"",""vi"":""H? so nh?m ngu?i d?ng"",""lo"":""???????????????????????????""}",Child.png,3,1,1,,3,N,,,ADM_ROLES_PROFILE
015003004,015003,M,User profile,,"{""en"":""User profile"",""vi"":""H? so ngu?i d?ng"",""lo"":""?????????????????""}",Child.png,3,1,1,,4,N,,,ADM_USER_PROFILE
015003005,015003,M,User role and linkage,,"{""en"":""User role and linkage"",""vi"":""Nh?m ngu?i d?ng v? m?i li?n h?"",""lo"":""???????????? ??????????? ??? ????????????""}",Child.png,3,1,1,,5,N,,,ADM_USER_ROLE_AND_LINKAGE
015003006,015003,M,System policy,,"{""en"":""System policy"",""vi"":""Ch?nh s?ch h? th?ng"",""lo"":""????????????""}",Child.png,3,1,1,,6,N,,,ADM_SYSTEM_POLICY
015003007,015003,M,System authorization,,"{""en"":""System authorization"",""vi"":""Ph?n quy?n h? th?ng""}",Child.png,3,0,1,,7,N,,,ADM_SYSTEM_AUTHORIZATION
015003007001,015003007,C,Search,,,,4,1,1,,1,N,,,
015003007002,015003007,C,Add,,,,4,1,1,,2,N,,,
015003007003,015003007,C,View,,,,4,1,1,,3,N,,,
015003007004,015003007,C,Modify,,,,4,1,1,,4,N,,,
015003007005,015003007,C,Delete,,,,4,1,1,,5,N,,,
015003007006,015003007,C,Save,,,,4,1,1,,6,N,,,
015003007007,015003007,C,Clear,,,,4,1,1,,7,N,,,
015003007008,015003007,C,Print,,,,4,1,1,,8,N,,,
015003008,015003,M,Invoke limit,,"{""en"":""Invoke limit"",""vi"":""Invoke limit"",""lo"":""????????"",""km"":""????????"",""mn"":""????????""}",Child.png,3,1,1,,8,N,,,ADM_INVOKE_LIMIT
0060070010,006007,C,Clear,,,,3,1,1,,10,N,,,
0060070000,006007,C,Search,,,,3,1,1,,0,N,,,
0060070001,006007,C,Add,,,,3,1,1,,1,N,,,
0060070003,006007,C,Modify,,,,3,1,1,,3,N,,,
0060070005,006007,C,Save,,,,3,1,1,,5,N,,,
0060070004,006007,C,Delete,,,,3,0,1,,4,N,,,
0150020050002,015002005,C,View,,,,4,0,1,,2,N,,,
0150020050010,015002005,C,Clear,,,,4,0,1,,10,N,,,
0150020050000,015002005,C,Search,,,,4,0,1,,0,N,,,
0150020050001,015002005,C,Add,,,,4,0,1,,1,N,,,
0150020050003,015002005,C,Modify,,,,4,0,1,,3,N,,,
0150020050005,015002005,C,Save,,,,4,0,1,,5,N,,,
0150020050004,015002005,C,Delete,,,,4,0,1,,4,N,,,
0030040002,003004,C,View,,,,3,0,1,,2,N,,,
0030040010,003004,C,Clear,,,,3,0,1,,10,N,,,
0030040000,003004,C,Search,,,,3,0,1,,0,N,,,
0030040001,003004,C,Add,,,,3,0,1,,1,N,,,
0030040003,003004,C,Modify,,,,3,0,1,,3,N,,,
0030040005,003004,C,Save,,,,3,0,1,,5,N,,,
0030040004,003004,C,Delete,,,,3,0,1,,4,N,,,
0030020002,003002,C,View,,,,3,1,1,,2,N,,,
0030020007,003002,C,Import,,,,3,1,1,,7,N,,,
0030020010,003002,C,Clear,,,,3,1,1,,10,N,,,
0030020019,003002,C,Copy,,,,3,1,1,,19,N,,,
0030020000,003002,C,Search,,,,3,1,1,,0,N,,,
0030020001,003002,C,Add,,,,3,1,1,,1,N,,,
0030020003,003002,C,Modify,,,,3,1,1,,3,N,,,
0030020005,003002,C,Save,,,,3,1,1,,5,N,,,
0030020004,003002,C,Delete,,,,3,1,1,,4,N,,,
0030030002,003003,C,View,,,,3,1,1,,2,N,,,
0030030007,003003,C,Import,,,,3,1,1,,7,N,,,
0030030010,003003,C,Clear,,,,3,1,1,,10,N,,,
0030030019,003003,C,Copy,,,,3,1,1,,19,N,,,
0030030000,003003,C,Search,,,,3,1,1,,0,N,,,
0030030001,003003,C,Add,,,,3,1,1,,1,N,,,
0030030003,003003,C,Modify,,,,3,1,1,,3,N,,,
0030030005,003003,C,Save,,,,3,1,1,,5,N,,,
0030030004,003003,C,Delete,,,,3,1,1,,4,N,,,
0030050000,003005,C,Search,,,,3,1,1,,0,N,,,
0030050002,003005,C,View,,,,3,1,1,,2,N,,,
0030050003,003005,C,Modify,,,,3,1,1,,3,N,,,
0030050005,003005,C,Save,,,,3,1,1,,5,N,,,
0030050007,003005,C,Import,,,,3,1,1,,7,N,,,
0030050008,003005,C,Approve,,,,3,1,1,,8,N,,,
0030050004,003005,C,Delete,,,,3,1,1,,4,N,,,
0030010002,003001,C,View,,,,3,1,1,,2,N,,,
0030010007,003001,C,Import,,,,3,1,1,,7,N,,,
0030010010,003001,C,Clear,,,,3,1,1,,10,N,,,
0030010000,003001,C,Search,,,,3,1,1,,0,N,,,
0030010001,003001,C,Add,,,,3,1,1,,1,N,,,
0030010003,003001,C,Modify,,,,3,1,1,,3,N,,,
0030010005,003001,C,Save,,,,3,1,1,,5,N,,,
0030010019,003001,C,Copy,,,,3,1,1,,19,N,,,
0030010004,003001,C,Delete,,,,3,1,1,,4,N,,,
0050020002,005002,C,View,,,,3,1,1,,2,N,,,
0050020004,005002,C,Delete,,,,3,1,1,,4,N,,,
0050020000,005002,C,Search,,,,3,1,1,,0,N,,,
0050020001,005002,C,Add,,,,3,1,1,,1,N,,,
0050020003,005002,C,Modify,,,,3,1,1,,3,N,,,
0050020005,005002,C,Save,,,,3,1,1,,5,N,,,
0050020006,005002,C,Print,,,,3,1,1,,6,N,,,
0050020026,005002,C,PrintReceipt,,,,3,1,1,,26,N,,,
0050020027,005002,C,PrintDetail,,,,3,1,1,,27,N,,,
015003009,015003,M,Approve limit,,"{""en"":""Approve limit"",""vi"":"""",""lo"":""????????????"",""km"":"""",""mn"":""""}",Child.png,3,1,1,,9,N,,,ADM_APPROVE_LIMIT
017003014,017003,R,CRP0014,,"{""en"":""CRP0014"",""vi"":""CRP0014""}",Child.png,3,0,1,,2,N,,,
017003015,017003,R,CRP0015,,"{""en"":""CRP0015"",""vi"":""CRP0015""}",Child.png,3,0,1,,2,N,,,
017003016,017003,R,CRP0016,,"{""en"":""CRP0016"",""vi"":""CRP0016""}",Child.png,3,0,1,,2,N,,,
017003017,017003,R,CRP0017,,"{""en"":""CRP0017"",""vi"":""CRP0017""}",Child.png,3,0,1,,2,N,,,
017003018,017003,R,CRP0018,,"{""en"":""CRP0018"",""vi"":""CRP0018""}",Child.png,3,0,1,,2,N,,,
017003019,017003,R,CRP0019,,"{""en"":""CRP0019"",""vi"":""CRP0019""}",Child.png,3,0,1,,2,N,,,
017003020,017003,R,CRP0020,,"{""en"":""CRP0020"",""vi"":""CRP0020""}",Child.png,3,0,1,,2,N,,,
017003021,017003,R,CRP0021,,"{""en"":""CRP0021"",""vi"":""CRP0021""}",Child.png,3,0,1,,2,N,,,
017003022,017003,R,CRP0022,,"{""en"":""CRP0022"",""vi"":""CRP0022""}",Child.png,3,0,1,,2,N,,,
017003023,017003,R,CRP0023,,"{""en"":""CRP0023"",""vi"":""CRP0023""}",Child.png,3,0,1,,2,N,,,
017003024,017003,R,CRP0024,,"{""en"":""CRP0024"",""vi"":""CRP0024""}",Child.png,3,0,1,,2,N,,,
017003025,017003,R,CRP0025,,"{""en"":""CRP0025"",""vi"":""CRP0025""}",Child.png,3,0,1,,2,N,,,
017003026,017003,R,CRP0026,,"{""en"":""CRP0026"",""vi"":""CRP0026""}",Child.png,3,0,1,,2,N,,,
017003027,017003,R,CRP0027,,"{""en"":""CRP0027"",""vi"":""CRP0027""}",Child.png,3,0,1,,2,N,,,
017003028,017003,R,CRP0028,,"{""en"":""CRP0028"",""vi"":""CRP0028""}",Child.png,3,0,1,,2,N,,,
017003029,017003,R,CRP0029,,"{""en"":""CRP0029"",""vi"":""CRP0029""}",Child.png,3,0,1,,2,N,,,
017003030,017003,R,CRP0030,,"{""en"":""CRP0030"",""vi"":""CRP0030""}",Child.png,3,0,1,,2,N,,,
017003031,017003,R,CRP0031,,"{""en"":""CRP0031"",""vi"":""CRP0031""}",Child.png,3,0,1,,2,N,,,
017003032,017003,R,CRP0032,,"{""en"":""CRP0032"",""vi"":""CRP0032""}",Child.png,3,0,1,,2,N,,,
017003033,017003,R,CRP0033,,"{""en"":""CRP0033"",""vi"":""CRP0033""}",Child.png,3,0,1,,2,N,,,
010000000002,010,C,Add,,,,2,0,0,,2,N,,,
012005001,012005,M,Group definition,,"{""en"":""Group definition"",""vi"":""Khai b?o nh?m k? to?n"",""lo"":""???????????????""}",Child.png,3,1,1,,1,N,,,ACT_ACCOUNTING_GROUP_DEFINITION
012005002,012005,M,Module account list,,"{""en"":""Module account list"",""vi"":""Qu?n l? t?i kho?n c?a ph?n h?"",""lo"":""????????????????""}",Child.png,3,1,1,,2,N,,,ACT_ACCOUNT_OF_GROUP_DEFINITION
012005003,012005,M,Account of group definition,,"{""en"":""Account of group definition"",""vi"":""??nh nghia t?i kho?n c?a nh?m"",""lo"":""????????????????????????""}",Child.png,3,1,1,,3,N,,,ACT_DETAIL_ACCOUNT_OF_GROUP_DEFINITION
012005004,012005,M,Account of group mapping,,"{""en"":""Account of group mapping"",""vi"":""G?n t?i kho?n chi ti?t cho nh?m""}",Child.png,3,0,1,,4,N,,,ACT_ACCOUNT_OF_GROUP_MAPPING
012005005,012005,M,Common account definition,,"{""en"":""Common account definition"",""vi"":""T?i kho?n d?ng chung"",""lo"":""??????????????????????????""}",Child.png,3,1,1,,5,N,,,ACT_ACCOUNTING_COMMON
012005006,012005,M,Clearing account definition,,"{""en"":""Clearing account definition"",""vi"":""T?i kho?n b? tr?"",""lo"":""?????????????????????????????????""}",Child.png,3,1,1,,7,N,,,ACT_IBT_CLEARING
012005007,012005,M,Foreign exchange account definition,,"{""en"":""Foreign exchange account definition"",""vi"":""T?i kho?n KDNT"",""lo"":""??????????????????????????????????????????""}",Child.png,3,1,1,,8,N,,,ACT_FOREIGN_EXCHANGE_CLEARING
